repository,tag,analyser_loc,analyser_cloc,analyser_cyclomatic_complexity,analyser_duplication,analyser_unit_size,analyser_unit_interface_size,analyser_forks,analyser_contributor,sniffer_errors,sniffer_warnings
git@github.com:sebastianbergmann/php-code-coverage.git,0.9.0,7031,2197,469,0.00%,4.787037037037,0,267,91,238,0
git@github.com:sebastianbergmann/php-code-coverage.git,0.9.1,7204,2202,489,0.00%,4.8454545454545,0,267,91,258,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.0,6996,2203,455,0.00%,4.5454545454545,0,267,91,238,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.1,7046,2215,463,0.00%,4.5818181818182,0,267,91,239,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.2,7046,2215,463,0.00%,4.5818181818182,0,267,91,239,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.3,7040,2200,479,0.00%,4.6221198156682,0,267,91,241,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.4,7040,2200,479,0.00%,4.6221198156682,0,267,91,241,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.0.5,7038,2200,479,0.00%,4.6221198156682,0,267,91,241,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.1.0,7867,2824,463,0.69%,4.4857142857143,0,267,91,235,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.1.1,7918,2828,473,0.68%,4.5183673469388,0,267,91,240,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.1.2,7982,2828,484,0.68%,4.4738955823293,0,267,91,241,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.1.3,8020,2832,488,0.67%,4.472,0,267,91,242,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.1.4,8022,2832,489,0.67%,4.472,0,267,91,242,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.0,8263,2924,490,0.53%,4.3899613899614,0,267,91,254,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.1,8351,2984,493,0.53%,4.4,0,267,91,256,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.2,8351,2984,493,0.53%,4.4,0,267,91,256,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.3,8382,2975,490,0.52%,4.3939393939394,0,267,91,257,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.4,8383,2975,491,0.52%,4.3939393939394,0,267,91,257,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.5,8384,2975,491,0.52%,4.3939393939394,0,267,91,257,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.6,8385,2976,491,0.52%,4.3939393939394,0,267,91,257,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.7,8395,2976,492,0.52%,4.4090909090909,0,267,91,258,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.8,8397,2976,490,0.52%,4.3721804511278,0,267,91,255,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.9,8398,2976,490,0.52%,4.3759398496241,0,267,91,255,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.10,8545,3010,491,0.51%,4.2810218978102,0,267,91,259,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.11,8555,3010,493,0.51%,4.2883211678832,0,267,91,259,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.12,8637,3014,493,0.51%,4.2482014388489,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.13,8637,3014,493,0.51%,4.2482014388489,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.14,8639,3014,493,0.51%,4.2553956834532,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.15,8639,3014,493,0.51%,4.2553956834532,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.16,8639,3014,494,0.51%,4.2553956834532,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.17,8639,3014,494,0.51%,4.2553956834532,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,1.2.18,8643,3014,496,0.51%,4.2625899280576,0,267,91,264,0
git@github.com:sebastianbergmann/php-code-coverage.git,2.0.0,9988,3741,509,0.00%,4.1764705882353,0,267,91,297,0
git@github.com:sebastianbergmann/php-code-coverage.git,2.0.1,9988,3741,509,0.00%,4.1764705882353,0,267,91,297,0
git@github.com:sebastianbergmann/php-code-coverage.git,2.0.2,9988,3741,509,0.00%,4.1764705882353,0,267,91,297,0
